flow_id,s,exp(mu),error
0,0.7144276342377456,220.79119831229485,0.007138627319029905
1,0.7769026415796585,201.31161806220408,0.002507987240796891
2,0.7957673197092543,184.04384401261615,0.008682741502543974
3,0.8090118132212858,119.14263084598402,0.0025238858928247534
4,0.7106363847492592,71.33099561659999,0.004167733196834951
5,0.6748143085038958,49.81212710743099,0.00636317530797322
6,0.577414789224548,22.018724099652964,0.00812711510931161
7,0.7182051488132668,2.8780388179275387,0.01731964202863327
