iter,s,exp(mu),error
1,1.6191769786347123,63.876309558480905,0.4826293298174076
2,2.2670248571877973,15.873687403537067,0.3897517543257502
3,0.10935008991650719,9.904220018184978,0.25585833971164595
4,0.10935008991650719,9.904220018184978,0.25568715259081753
5,0.29198927798700325,31.32805875497749,0.20098897979740082
6,0.511673062235591,24.027998801455855,0.033266950566590826
7,0.5193740531648263,23.369816417923438,0.026978695298327516
8,0.5193740531648263,23.369816417923438,0.021624985549128097
9,0.5193740531648263,23.369816417923438,0.024654614172604693
10,0.5193740531648263,23.369816417923438,0.030501639300208123
11,0.5687071213724622,22.133247488831664,0.007702596964660738
12,0.5687071213724622,22.133247488831664,0.0076164296097318935
13,0.5687071213724622,22.133247488831664,0.009171150418568029
14,0.5687071213724622,22.133247488831664,0.008414867794564594
15,0.5726144613256547,21.946380171630356,0.012442668524074744
16,0.5726144613256547,21.946380171630356,0.008877499647986514
17,0.5726144613256547,21.946380171630356,0.013112970677920426
18,0.574680898245207,22.19519814974007,0.00758551250740523
19,0.5736113754027201,22.101191138636732,0.00889325587172664
20,0.5663998502280094,22.268997605993594,0.007927799190191475
21,0.5759168964190788,21.996665644376858,0.008841379982785535
22,0.5700802210462275,22.12309313557804,0.009538867857350806
23,0.5700802210462275,22.12309313557804,0.008732697177848352
24,0.5759011923828794,21.987886479098325,0.012500399993600251
25,0.5759011923828794,21.987886479098325,0.010128672173587231
26,0.5759011923828794,21.987886479098325,0.01077172223927082
27,0.5759011923828794,21.987886479098325,0.01132828318855077
28,0.5764975738535831,22.106465247069753,0.008363611660042609
29,0.5764975738535831,22.106465247069753,0.009128526715741202
30,0.5764975738535831,22.106465247069753,0.010850345616615215
31,0.5764975738535831,22.106465247069753,0.008656211642514336
32,0.5764975738535831,22.106465247069753,0.00855745289207022
33,0.5764975738535831,22.106465247069753,0.008649855490122392
34,0.5764975738535831,22.106465247069753,0.008673522929006474
35,0.5766344471772058,22.06760344004521,0.008193900170248646
36,0.5766344471772058,22.06760344004521,0.009605727458136653
37,0.5766344471772058,22.06760344004521,0.009596353474106745
38,0.5766344471772058,22.06760344004521,0.010021476937058734
39,0.5766344471772058,22.06760344004521,0.008210359310042449
40,0.5766344471772058,22.06760344004521,0.010294658809304998
41,0.5766344471772058,22.06760344004521,0.008667756341753086
42,0.5766344471772058,22.06760344004521,0.008013738203859692
43,0.5766344471772058,22.06760344004521,0.011212047092302125
44,0.5766344471772058,22.06760344004521,0.013567977004697512
45,0.5766344471772058,22.06760344004521,0.00871435597161378
46,0.5766344471772058,22.06760344004521,0.00843682404699782
47,0.5766344471772058,22.06760344004521,0.00851469318296321
48,0.5766344471772058,22.06760344004521,0.012270289320142446
49,0.577414789224548,22.018724099652964,0.009334880824092007
50,0.577414789224548,22.018724099652964,0.011920151005754973
