iter,s,exp(mu),error
1,3.9196958736161447,64.96537709590197,0.05613841415706312
2,1.5519982464242386,419.3167361049783,0.012730989932433465
3,1.5519982464242386,419.3167361049783,0.011659423145493
4,1.5519982464242386,419.3167361049783,0.011320884532059046
5,1.5519982464242386,419.3167361049783,0.010290491078764556
6,0.5080015246973684,582.0731166569352,0.005608566389062106
7,0.8772493878542207,518.381640383856,0.004204548521998536
8,0.38403139170958056,639.1326297649466,0.00420217663745669
9,0.38403139170958056,639.1326297649466,5.831061632758442e-05
10,0.38403139170958056,639.1326297649466,0.0036899673330094505
11,0.38403139170958056,639.1326297649466,0.0005530984262994153
12,0.38403139170958056,639.1326297649466,0.0031761331922139724
13,0.38403139170958056,639.1326297649466,0.0040600585615535026
14,0.38403139170958056,639.1326297649466,0.0032618855689559583
15,0.38403139170958056,639.1326297649466,0.002488472309835322
16,0.45450336514868894,612.6761646229519,0.002261236612635288
17,0.45450336514868894,612.6761646229519,0.0008772106793469254
18,0.45450336514868894,612.6761646229519,0.0013358231888791774
19,0.45450336514868894,612.6761646229519,0.00034954668764455485
20,0.5341466419368075,586.299176334852,0.003448647797919022
21,0.5341466419368075,586.299176334852,0.0010825854149559674
22,0.5953553067256365,569.2325701628848,0.0007273665253352259
23,0.5953553067256365,569.2325701628848,0.0023499866689748253
24,0.5953553067256365,569.2325701628848,0.00043800587997533136
25,0.547702254662271,586.4553453262998,0.00020399462889030145
26,0.547702254662271,586.4553453262998,0.0018477201291624986
27,0.547702254662271,586.4553453262998,0.0003503090393714853
28,0.547702254662271,586.4553453262998,0.0006983349490840985
29,0.547702254662271,586.4553453262998,0.0009065338187998058
30,0.547702254662271,586.4553453262998,0.00011660007348197084
31,0.547702254662271,586.4553453262998,0.002545889258228814
32,0.547702254662271,586.4553453262998,5.8331792829190985e-05
33,0.547702254662271,586.4553453262998,0.001740187935613158
34,0.547702254662271,586.4553453262998,0.0013764353643680913
35,0.547702254662271,586.4553453262998,0.0005842738817977537
36,0.547702254662271,586.4553453262998,0.0009065338187998058
37,0.547702254662271,586.4553453262998,0.0001458692261773895
38,0.547702254662271,586.4553453262998,0.0010173945909913934
39,0.547702254662271,586.4553453262998,0.001191160956718443
40,0.547702254662271,586.4553453262998,0.0010238800559735286
41,0.547702254662271,586.4553453262998,0.0019067284654422799
42,0.547702254662271,586.4553453262998,0.0010463686770410133
43,0.547702254662271,586.4553453262998,0.0013647400539663766
44,0.547702254662271,586.4553453262998,0.0
45,0.547702254662271,586.4553453262998,0.0019996022541342176
46,0.547702254662271,586.4553453262998,0.000901446072289655
47,0.547702254662271,586.4553453262998,0.0025745900821698233
48,0.547702254662271,586.4553453262998,8.745798844695997e-05
49,0.547702254662271,586.4553453262998,0.0008144298376137577
50,0.547702254662271,586.4553453262998,0.002689342426196991
