Y,y_pred
(0.0, 0.0, 0.0, 0.0, 0.0542, 0.4173, 0.6403),[0.     0.     0.     0.0037 0.1341 0.3541 0.6605]
(0.0, 0.0, 0.0, 0.0, 0.0876, 0.4741, 0.696),[0.     0.     0.     0.0047 0.1709 0.406  0.7072]
(0.0, 0.0, 0.0, 0.0, 0.6843),[0.    0.    0.    0.    0.686]
(0.0, 0.0, 0.0, 0.0, 0.7089),[0.     0.     0.     0.     0.7057]
(0.0, 0.0, 0.0, 0.0, 0.7637),[0.     0.     0.     0.     0.7624]
(0.0, 0.0, 0.0, 0.066, 0.8197),[0.000e+00 2.000e-04 2.700e-03 6.570e-02 8.209e-01]
(0.0, 0.0, 0.0, 0.0801, 0.8483),[0.000e+00 2.000e-04 4.200e-03 8.450e-02 8.571e-01]
