iter,s,exp(mu),error
1,1.7542797399524748,275.6614800819173,0.04021450063099216
2,0.8806476347748031,358.28005925172783,0.012333771170200616
3,0.8806476347748031,358.28005925172783,0.013145992170197221
4,0.8806476347748031,358.28005925172783,0.013044189665036027
5,1.4096137811770575,206.6268019443306,0.004978704104116597
6,1.4096137811770575,206.6268019443306,0.004582659868604371
7,1.4096137811770575,206.6268019443306,0.00666201654120812
8,1.4096137811770575,206.6268019443306,0.0048417426102867036
9,1.4096137811770575,206.6268019443306,0.005914121319214392
10,1.4096137811770575,206.6268019443306,0.00449175763168766
11,1.4096137811770575,206.6268019443306,0.0047477323734115996
12,1.4019462183448663,203.0797215226161,0.0025253805279224846
13,1.3987841955119187,192.02597212425192,0.0012124414437615345
14,1.4412682626486557,191.59822581913193,0.0007708471525212777
15,1.4412682626486557,191.59822581913193,0.0011829415428175837
16,1.4405830865145752,186.45058252181101,0.0020973238337938203
17,1.4405830865145752,186.45058252181101,0.001596821683788162
18,1.4485536706131317,190.86613864693743,0.0021270061492260827
19,1.4485536706131317,190.86613864693743,0.0006374221353946902
20,1.4485536706131317,190.86613864693743,0.0019371598681711415
21,1.4449412981803587,188.10946269780968,0.002169144269338251
22,1.438182292625207,189.52812619407064,0.0010762708567687528
23,1.438182292625207,189.52812619407064,0.0028489999678847273
24,1.438182292625207,189.52812619407064,0.001939850786444519
25,1.4276238020468366,191.40421181742767,0.0018557693501614148
26,1.44362109759337,184.54348588376618,0.0025565465547609007
27,1.44362109759337,184.54348588376618,0.003618136632020569
28,1.44362109759337,184.54348588376618,0.001751740527184504
29,1.44362109759337,184.54348588376618,0.0022216193468572484
30,1.44362109759337,184.54348588376618,0.002827730164272805
31,1.44362109759337,184.54348588376618,0.001405335014117043
32,1.44362109759337,184.54348588376618,0.0008141941420628066
33,1.44362109759337,184.54348588376618,0.0025938919481609105
34,1.44362109759337,184.54348588376618,0.0034587299701315626
35,1.44362109759337,184.54348588376618,0.002758760484458769
36,1.44362109759337,184.54348588376618,0.002530897879661843
37,1.44362109759337,184.54348588376618,0.0011154252742839657
38,1.44362109759337,184.54348588376618,0.0006474291184029965
39,1.44362109759337,184.54348588376618,0.0017680014035077085
40,1.44362109759337,184.54348588376618,0.0009899037001301276
41,1.44362109759337,184.54348588376618,0.0013874907959705793
42,1.44362109759337,184.54348588376618,0.0021902537770337746
43,1.44362109759337,184.54348588376618,0.005277369454965191
44,1.44362109759337,184.54348588376618,0.0036495974545773108
45,1.44362109759337,184.54348588376618,0.0030213308816978714
46,1.44362109759337,184.54348588376618,0.0018577181808910478
47,1.44362109759337,184.54348588376618,0.0033818760644091475
48,1.44362109759337,184.54348588376618,0.0009382652855877432
49,1.44362109759337,184.54348588376618,0.0005444583184213838
50,1.44362109759337,184.54348588376618,0.003004209664414167
