flow_id,s,exp(mu),error
0,1.1285484899590728,473.9945284299656,0.10381372741598292
1,1.0164785536028447,390.99198093122476,0.10450330138325777
2,0.8476699874038367,508.6993295341125,0.008202438661763936
3,0.4667140833091512,584.3494258677222,0.00550000000000006
4,0.6486344366358008,519.3094943136358,0.012700000000000045
5,1.4526864321010127,218.45283619684113,0.0038340579025361653
6,1.4243005350990945,188.98953208883574,0.00630793151516406
