iter,s,exp(mu),error
1,1.8463460085978696,241.37338929594011,0.10024759348732519
2,1.8463460085978696,241.37338929594011,0.10411234316832947
3,1.8761730695257821,381.95625067106596,0.09393689371061824
4,1.8761730695257821,381.95625067106596,0.08976485949412498
5,1.7173639019226261,335.72615957280146,0.058308661449222095
6,1.4705917017894503,424.21454526342984,0.051620247965309084
7,1.6529035846350144,367.51642200732994,0.05777516767608728
8,0.8480479211776739,466.0959138297399,0.012900387591076501
9,0.8480479211776739,466.0959138297399,0.005199999999999982
10,1.172427083369433,403.6304549344213,0.010133607452432677
11,0.7634893616098459,516.6596691807081,0.012699999999999934
12,0.7634893616098459,516.6596691807081,0.012799999999999923
13,0.47039040281899247,586.1197473448847,0.0009000000000000119
14,0.6239022073444076,539.9411961978524,0.0010999999999999899
15,0.6239022073444076,539.9411961978524,0.0008000000000000229
16,0.4667140833091512,584.3494258677222,0.007800000000000029
17,0.4667140833091512,584.3494258677222,0.011299999999999977
18,0.4667140833091512,584.3494258677222,0.0015000000000000568
19,0.4667140833091512,584.3494258677222,0.0028000000000000247
20,0.4667140833091512,584.3494258677222,0.011099999999999999
21,0.4667140833091512,584.3494258677222,0.012199999999999989
22,0.4667140833091512,584.3494258677222,0.0121
23,0.4667140833091512,584.3494258677222,0.006500000000000061
24,0.4667140833091512,584.3494258677222,0.010299999999999976
25,0.4667140833091512,584.3494258677222,0.007800000000000029
26,0.4667140833091512,584.3494258677222,0.009000000000000008
27,0.4667140833091512,584.3494258677222,0.008700000000000041
28,0.4667140833091512,584.3494258677222,0.0023999999999999577
29,0.4667140833091512,584.3494258677222,0.013299999999999979
30,0.4667140833091512,584.3494258677222,0.0031999999999999806
31,0.4667140833091512,584.3494258677222,0.008000000000000007
32,0.4667140833091512,584.3494258677222,0.009000000000000008
33,0.4667140833091512,584.3494258677222,0.0007000000000000339
34,0.4667140833091512,584.3494258677222,0.010400000000000076
35,0.4667140833091512,584.3494258677222,0.007099999999999995
36,0.4667140833091512,584.3494258677222,0.009700000000000042
37,0.4667140833091512,584.3494258677222,0.0005999999999999339
38,0.4667140833091512,584.3494258677222,0.011500000000000066
39,0.4667140833091512,584.3494258677222,0.0009000000000000119
40,0.4667140833091512,584.3494258677222,0.006800000000000028
41,0.4667140833091512,584.3494258677222,0.005099999999999993
42,0.4667140833091512,584.3494258677222,0.0014000000000000679
43,0.4667140833091512,584.3494258677222,0.010600000000000054
44,0.4667140833091512,584.3494258677222,0.011400000000000077
45,0.4667140833091512,584.3494258677222,0.011700000000000044
46,0.4667140833091512,584.3494258677222,0.0019000000000000128
47,0.4667140833091512,584.3494258677222,0.0025000000000000577
48,0.4667140833091512,584.3494258677222,0.0049000000000000155
49,0.4667140833091512,584.3494258677222,0.011600000000000055
50,0.4667140833091512,584.3494258677222,0.0015999999999999348
