iter,s,exp(mu),error
1,1.3211611304856081,295.60640432331815,0.019444551473360192
2,1.3211611304856081,295.60640432331815,0.01914365281641506
3,0.790682262733112,199.9729448848665,0.0008125295436529091
4,0.790682262733112,199.9729448848665,0.0009039045416742309
5,0.790682262733112,199.9729448848665,0.0004652049479873191
6,0.790682262733112,199.9729448848665,0.002210265269268602
7,0.790682262733112,199.9729448848665,0.0014141840206023974
8,0.790682262733112,199.9729448848665,0.0003832854576631943
9,0.790682262733112,199.9729448848665,0.0018322719899890318
10,0.790682262733112,199.9729448848665,0.001105455289824487
11,0.790682262733112,199.9729448848665,0.001350093365724487
12,0.790682262733112,199.9729448848665,0.0004199659689420133
13,0.790682262733112,199.9729448848665,0.0003707422750401767
14,0.7676781716728609,203.91670583166592,0.00037576289139635807
15,0.7676781716728609,203.91670583166592,0.0010454635200162173
16,0.7676781716728609,203.91670583166592,0.001427788051708042
17,0.7676781716728609,203.91670583166592,0.0019926117096479945
18,0.7676781716728609,203.91670583166592,0.001079472478922375
19,0.7676781716728609,203.91670583166592,0.0018954305029542163
20,0.7676781716728609,203.91670583166592,0.0023469068323369504
21,0.7638029231124026,200.57808964432112,8.545550949072652e-05
22,0.7638029231124026,200.57808964432112,0.00018507639273489452
23,0.7638029231124026,200.57808964432112,0.0007235530071458976
24,0.7686957221391459,198.9903722618931,0.0018515336400300071
25,0.7686957221391459,198.9903722618931,0.00045683367755863227
26,0.7686957221391459,198.9903722618931,0.0014698754703555525
27,0.7686957221391459,198.9903722618931,0.0007490049828700667
28,0.7686957221391459,198.9903722618931,0.0022617433302016803
29,0.7686957221391459,198.9903722618931,0.0003117362825029361
30,0.7567747268231582,200.0298492713881,0.00020309142245451012
31,0.7567747268231582,200.0298492713881,0.0007055022545314816
32,0.7567747268231582,200.0298492713881,0.00015140827679239015
33,0.7663385503165845,200.84894437829252,0.0003453886942831866
34,0.7663385503165845,200.84894437829252,0.00046268730982205027
35,0.7663385503165845,200.84894437829252,0.0010187044711513862
36,0.7663385503165845,200.84894437829252,0.0010382202697295558
37,0.7663385503165845,200.84894437829252,0.0017542097397802222
38,0.7663385503165845,200.84894437829252,0.00043698612940207005
39,0.7663385503165845,200.84894437829252,0.0017533174095906553
40,0.7663385503165845,200.84894437829252,0.0002118601024552164
41,0.7663385503165845,200.84894437829252,0.0005729742143792781
42,0.7663385503165845,200.84894437829252,0.00046210825140964904
43,0.7663385503165845,200.84894437829252,0.0020960852217626865
44,0.7663385503165845,200.84894437829252,0.001674990731549775
45,0.7663385503165845,200.84894437829252,0.00010586505862638453
46,0.7663385503165845,200.84894437829252,0.0002902514875852535
47,0.7663385503165845,200.84894437829252,0.0017310422033756476
48,0.7663385503165845,200.84894437829252,0.0009881691757212512
49,0.7663385503165845,200.84894437829252,0.00037274062653174227
50,0.7663385503165845,200.84894437829252,0.0005516509981017482
