Y,y_pred
[0.0, 0.0, 0.0, 0.0, 0.0027, 0.3896],[0.     0.     0.     0.     0.0026 0.3857]
[0.0, 0.0, 0.0, 0.0, 0.008, 0.4494],[0.     0.     0.     0.     0.0087 0.4444]
[0.0, 0.0, 0.0, 0.0, 0.0122, 0.4907],[0.000e+00 0.000e+00 0.000e+00 1.000e-04 1.180e-02 4.857e-01]
[0.0, 0.0, 0.0, 0.0, 0.0547, 0.6964],[0.     0.     0.     0.001  0.0578 0.7025]
[0.0, 0.0, 0.0, 0.0, 0.1341, 0.9069],[0.     0.     0.     0.0011 0.1312 0.9055]
[0.0, 0.0, 0.0, 0.0004, 0.2635, 0.9692],[0.     0.     0.     0.0035 0.2446 0.9714]
[0.0, 0.0, 0.0, 0.0447, 0.7452, 0.9922],[0.     0.     0.     0.1379 0.7368 0.9974]
[0.0, 0.0, 0.008, 0.9345, 0.9886, 0.9871],[0.     0.     0.0739 0.9243 0.9976 1.    ]
