iter,s,exp(mu),error
1,2.0194966135193813,357.7136835622349,0.01667511721015967
2,0.9472051969981301,222.18256381526098,0.005271796039196057
3,0.9472051969981301,222.18256381526098,0.005297326227127549
4,0.9472051969981301,222.18256381526098,0.005244510473485548
5,0.9472051969981301,222.18256381526098,0.006207411130444088
6,0.9472051969981301,222.18256381526098,0.005211200668962182
7,0.9472051969981301,222.18256381526098,0.004201345122510406
8,0.9472051969981301,222.18256381526098,0.004508305726841425
9,0.9472051969981301,222.18256381526098,0.004363914502655447
10,0.9731369147428364,246.06036324588032,0.004014729146805097
11,0.7738245938273156,223.6252214897304,0.0010912116806707736
12,0.7738245938273156,223.6252214897304,0.0003752195795380557
13,0.7738245938273156,223.6252214897304,0.0026920858775757828
14,0.7738245938273156,223.6252214897304,0.0011876570417822916
15,0.4678248352005969,206.84202546301995,0.000524596546339672
16,0.4678248352005969,206.84202546301995,0.0019424024014680155
17,0.6941697890406804,220.71615166984662,0.0013964314606034773
18,0.6941697890406804,220.71615166984662,0.0004828025240146508
19,0.6941697890406804,220.71615166984662,0.00037565092905846736
20,0.6941697890406804,220.71615166984662,0.0003334660370328354
21,0.6913264661335585,221.12592969110045,0.001172320821464249
22,0.6913264661335585,221.12592969110045,0.0007458303389553598
23,0.6913264661335585,221.12592969110045,0.0012900465268668206
24,0.6913264661335585,221.12592969110045,0.0008543569567417828
25,0.6913264661335585,221.12592969110045,0.0002672255836833596
26,0.6913264661335585,221.12592969110045,4.055534524153971e-05
27,0.6913264661335585,221.12592969110045,0.001679609257325327
28,0.6978388028084836,221.66794988569913,0.0006428958106459062
29,0.6978388028084836,221.66794988569913,0.000918373972218902
30,0.6978388028084836,221.66794988569913,0.0002581811305415159
31,0.6978388028084836,221.66794988569913,0.0015337016921062184
32,0.6978388028084836,221.66794988569913,0.00016063800820294145
33,0.6978388028084836,221.66794988569913,0.0018307653543809166
34,0.6978388028084836,221.66794988569913,0.0007822307821044378
35,0.6978388028084836,221.66794988569913,0.0015315843717843697
36,0.6978388028084836,221.66794988569913,0.0008029253936826737
37,0.6978388028084836,221.66794988569913,0.0005529651335738272
38,0.6978388028084836,221.66794988569913,0.0009332607012417409
39,0.6978388028084836,221.66794988569913,0.00043347332450133393
40,0.6978388028084836,221.66794988569913,0.0018130404604843483
41,0.6978388028084836,221.66794988569913,0.0010090233966348137
42,0.6978388028084836,221.66794988569913,0.0008604961987029688
43,0.6978388028084836,221.66794988569913,0.0011531668253885723
44,0.6978388028084836,221.66794988569913,0.0005178857661273752
45,0.6978388028084836,221.66794988569913,0.0012091718272311772
46,0.6978388028084836,221.66794988569913,0.0007539969147883253
47,0.6978388028084836,221.66794988569913,0.0003692418678046191
48,0.6978388028084836,221.66794988569913,0.0010546336828389101
49,0.6978388028084836,221.66794988569913,0.0004087833800738327
50,0.6978388028084836,221.66794988569913,3.642481926435622e-05
