flow_id,s,exp(mu),error
0,0.6978388028084836,221.66794988569913,0.0007001048384270831
1,0.7663385503165845,200.84894437829252,0.00097721232860743
2,0.7717865614265271,186.50617666064332,0.0009990208040930922
3,0.8204757643198484,119.88765052643674,0.001656787954238005
4,0.7080492302099977,71.32186262544435,0.0008656578298700888
5,0.6778024668185605,50.30177909211654,0.00400565345504045
6,0.7729832192705004,19.8351331586643,0.019996124875050696
7,0.9626999232540658,2.173961821779739,0.04656735937342525
